company_id,metric,value,z_score,sector,sector_mean,sector_std
BAJAJHLDNG,net_profit_margin_pct,432.73,4.493179235302924,Financials,39.25681818181818,87.57121877682104
PNB,asset_turnover,1.51,4.332803890269581,Financials,0.19863636363636364,0.3026593562908856
INDIGO,asset_turnover,56.39,3.6036778648686036,Consumer Discretionary,5.157857142857145,14.216626673708214
INDIGO,return_on_equity_pct,892.57,3.6029633004686246,Consumer Discretionary,86.72428571428573,223.66192688693243
BAJAJHLDNG,interest_coverage,3764.5,3.5833267860363454,Financials,366.0328571428571,948.4111681079238
TATAMOTORS,free_cash_flow_cr,45133.0,3.3508028753585486,Consumer Discretionary,4444.142857142857,12143.017257767897
PNB,return_on_equity_pct,61.32,3.3257902040768976,Financials,19.00681818181818,12.722745339231707
ADANIGREEN,debt_to_equity,6.6,3.146107062617865,Energy,1.538461538461538,1.6088258793477843
